index|id|gamintojas|modelis|pagaminimo_data|rida|variklis|kuro_tipas|varantieji_ratai|pavaros|sedimos_vietos|euro_standartas|spalva|kebulas|durys|comment|ratlankiu_skersmuo|technine_iki|vairo_padetis|klimato_valdymas|pirma_salis|seller_location|seller_name|price|price_currency|co2_emisija|url|immobilizer|alarm|satellite_tracking_system|armoured|cd_player|mp3_player|additional_audio_equipment|cd_changer|aux_input|subwoofer|dvd_player|usb_input|hands_free_kit|apple_car_play_android_auto|light_alloy_rims|led_daytime_running_lights|led_headlights|xenon_lights|fog_lights|tow_hook|headlights_washers|roof_racks|automatic_folding_mirrors|set_of_winter_tyres|electric_mirrors|electric_boot_lid|automatic_headlamps|onboard_computer|electrically_adjustable_steering_wheel|rainfall_sensor|heated_mirrors|parking_sensors|keyless_entry_system|cruise_control|heated_windshield|start_stop_system|voice_commands|paddle_shifters|lcd_monitor|navigation_gps|sport_seats|tinted_windows|multifunctional_steering_wheel|heated_seats|leather_seats|sunroof|electric_seats|panoramic_roof|auxiliary_heating|ventilated_seats|electric_seats_with_memory|boot_cover|heated_steering_wheel|traction_control_system|esp|hill_start_assist_control|automated_parking|adaptive_cruise_control|blind_spot_detection|lane_departure_warning|night_vision_assist|road_sign_recognition|isofix_mounts|collision_prevention_assist|high_beam_assist|dynamic_cornering_lights|back_view_camera|front_view_camera|three_six_zero_degree_camera|spoilers|increased_engine_power|tuned_suspension|tuned_interior|prepared_for_motorsport|not_exploited_in_lithuania|imported_from_us|for_exchange|available_for_leasing|service_book|warranty|catalytic_converter|multiple_key_sets|double_wheels|folding_seats|insulated_glass|two_sliding_doors|personal_ventilation|personal_illumination
548|ID:23115827|BMW|118|2006-11|320 218 km|1995 cm³, 122 AG (90kW)|Dyzelinas|Galiniai|Mechaninė|5|Nenurodyta|Juoda|Hečbekas|4/5|Iš vokietijosBe trūkumųNauja sankabaNauji amortizatoriaiDokumentai tvarkingiSdkŽieminės padangos|R16|Nenurodyta|Kairėje|Klimato kontrolė|Vokietija|Nenurodyta|Nenurodyta|3 400|€|150 g/km|https://autoplius.lt/skelbimai/bmw-118-2-0-l-hecbekas-2006-dyzelinas-23115827.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
549|ID:23116533|Peugeot|Boxer|2006|234 838 km|2198 cm³, 120 AG (88kW)|Dyzelinas|Priekiniai|Mechaninė|3|Nenurodyta|Balta|Krovininis mikroautobusas|4/5|Variklis po kapitalinio remonto, restauruoti purkštukai, visas cinkuotas.|R16|2023-12|Kairėje|Oro kondicionierius|Vokietija|Nenurodyta|Nenurodyta|3 400|€|Nenurodyta|https://autoplius.lt/skelbimai/peugeot-boxer-2-2-l-krovininis-mikroautobusas-2006-dyzelinas-23116533.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
550|ID:23117201|Audi|A4|2005|241 000 km|2496 cm³, 163 AG (120kW)|Dyzelinas|Priekiniai|Automatinė|4|Nenurodyta|Nenurodyta|Kabrioletas|2/3|Nenurodyta|Nenurodyta|Nenurodyta|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 400|€|149 g/km|https://autoplius.lt/skelbimai/audi-a4-2-5-l-kabrioletas-2005-dyzelinas-23117201.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
551|ID:22824434|Volvo|V50|2010-06|258 000 km|1600 cm³, 114 AG (84kW)|Dyzelinas|Priekiniai|Mechaninė|5|Nenurodyta|Nenurodyta|Universalas|4/5|Lietuvoje neeksplotuotas,tech iki 2025 01 06,naujos padangos.Nera taršos mokešcio.|Nenurodyta|2025-01|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 450|€|Nenurodyta|https://autoplius.lt/skelbimai/volvo-v50-1-6-l-universalas-2010-dyzelinas-22824434.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
552|ID:23110125|Volvo|V50|2007-11|249 545 km|1560 cm³, 109 AG (80kW)|Dyzelinas|Priekiniai|Mechaninė|5|Nenurodyta|Juoda|Universalas|4/5|Parduodamas gausios komplektacijos bei gero stovio automobilis, kuris yra eksploatuojamas kiekvieną dieną.Neseniai praeita techninė apžiūra, didelių trūkumų neturi. Neseniai keistas DPF filtras - yra garantija 100k km. Sekantis aptarnavimas (tepalų bei filtrų keitimas) už 3000 km.Komplektacija:- Galinga, originali High Performance audio sistema;- Laisvų rankų įranga;- Ekranas su navigacija;- Lietaus daviklis;- Kruizo kontrolė (autopilotas);- Dviejų zonų klimato kontrolė;- Ir t.t.Automobilį parduodame, kadangi įsigijome naują. Taupant mano ir Jūsų laiką, būtina paminėti esamus defektus, kuriuos, laikui bėgant, reikėtų susitvarkyti:- Šiuo metu kondicionierius nešaldo, todėl vasarą reikėtų pasipildyti jį freonu;- Pasidėvėję stabdžių diskai, būtų gerai juos restauruoti arba pakeisti naujais;- Ne visada suveikia pagalbinė parkavimo sistema.Į žinutes neatrašau, kilus klausimams, prašome skambinti.|Nenurodyta|2024-07|Kairėje|Nenurodyta|Belgija|Nenurodyta|Nenurodyta|3 450|€|Nenurodyta|https://autoplius.lt/skelbimai/volvo-v50-1-6-l-universalas-2007-dyzelinas-23110125.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
553|ID:23113469|Volkswagen|Passat|2010-02|320 258 km|1598 cm³, 105 AG (77kW)|Dyzelinas|Priekiniai|Mechaninė|5|Euro 5|Juoda|Universalas|4/5|Du rakteliai, ziemines padangos, nera tarsos mokescio, kėbulas be rudeliu, važiuoja labai gerai pasiimti galima is karto yra numeriai|R16|2024-08|Kairėje|Klimato kontrolė|Prancūzija|Nenurodyta|Nenurodyta|3 450|€|119 g/km|https://autoplius.lt/skelbimai/volkswagen-passat-1-6-l-universalas-2010-dyzelinas-23113469.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
554|ID:23112923|Volkswagen|Polo|2006-09|265 000 km|1390 cm³, 80 AG (59kW)|Benzinas|Priekiniai|Mechaninė|5|Nenurodyta|Oranžinė|Hečbekas|4/5|VW POLO CROSS!!Techniškai,bei vizualiai tvarkingas,manevringas miesto automobilis.Automobilis grįžo sveikas,nedaužtas,nedažytas.Techninę apžiūrą praėjo sava eiga.Serviso knygelė pildyta kruopščiai nuo pradžių iki galo ir aptarnauta tik atstovybės servisuose.Komplektacija:*Klimato kontrolė*4x el langai*Kritulių jutiklis*Šildomos sėdynės*Šildomi veidrodėliai*Elektra reguliuojami veidrodėliai*Mp3 grotuvas*Rūko žibintai*Stogo bagažinės skersiniai*Du užvedimo rakteliaiDaugiau informacijos suteiksiu telefonu,bei maloniai atsakysiu į jūsų klausimus.|R16|2025-02|Kairėje|Klimato kontrolė|Vokietija|Nenurodyta|Nenurodyta|3 450|€|157 g/km|https://autoplius.lt/skelbimai/volkswagen-polo-1-4-l-hecbekas-2006-benzinas-23112923.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
555|ID:23090855|Lexus|IS 220|2007-12|219 400 km|2231 cm³, 177 AG (130kW)|Dyzelinas|Galiniai|Mechaninė|5|Nenurodyta|Pilka / sidabrinė|Sedanas|4/5|Lexus IS220 DieselGera kompl.Odinis salonas, berakte sistema, el. sėdynės, veidrodžiai, cruizControl ir užsilenkiantys veidrodžiai t.tVariklio trauka liux, dėžė ir smagratis Ok.Turi SDK kodą, draudimas, tech apžiūra.Yra kėbulo kosmetinių defektų.Šiaip rūdžių ir klaidų skydelyje nėra.|Nenurodyta|2023-10|Kairėje|Oro kondicionierius|Nenurodyta|Nenurodyta|Nenurodyta|3 480|€|168 g/km|https://autoplius.lt/skelbimai/lexus-is-220-2-2-l-sedanas-2007-dyzelinas-23090855.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
556|ID:22942854|Seat|Altea XL|2007|170 000 km|1600 cm³|Benzinas|Nenurodyta|Mechaninė|Nenurodyta|Nenurodyta|Nenurodyta|Vienatūris|4/5|Parduodu puikios bukles Seat altea xL 1.6 benzinas.  Su paprasčiausiu ir patikimiausiu benzininiu varikliu.Automobilis prižiūrėtas, investicijų nereikalaujantis.  Atsisėdi ir važiuoji!  Yra šildomos sėdynės, lietaus jutiklis, daugiafunkcis vairas, klimato kontrolė.Yra serviso knygelė su visomis serviso ir priežiūros žymomisTechninė apžiūra iki 31.07.23Telegram-Viber +380937627346|Nenurodyta|2023-07|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 495|€|Nenurodyta|https://autoplius.lt/skelbimai/seat-altea-xl-1-6-l-vienaturis-2007-benzinas-22942854.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
557|ID:22852226|BMW|530|2005|334 444 km|3000 cm³, 218 AG (160kW)|Dyzelinas|Galiniai|Automatinė|5|Nenurodyta|Pilka / sidabrinė|Sedanas|4/5|Plius chipas pakelta kv simboliskai iki204.Masinytė vaziuoja yspudingai.|R17|2024-12|Kairėje|Klimato kontrolė|Italija|Nenurodyta|Nenurodyta|3 500|€|~ 208 g/km|https://autoplius.lt/skelbimai/bmw-530-3-0-l-sedanas-2005-dyzelinas-22852226.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
558|ID:22616074|Volkswagen|Passat|2007-06|177 000 km|1595 cm³, 102 AG (75kW)|Benzinas|Priekiniai|Mechaninė|5|Nenurodyta|Pilka / sidabrinė|Universalas|4/5|Geros žieminės padangos. Kondicionierius veikia. Katalizatorius vietoj. Rūdžių nėrą. Padaryta antikorozija kebului.|R16|2024-09|Kairėje|Oro kondicionierius|Vokietija|Nenurodyta|Nenurodyta|3 500|€|~ 190 g/km|https://autoplius.lt/skelbimai/volkswagen-passat-1-6-l-universalas-2007-benzinas-22616074.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
559|ID:23113563|Volkswagen|Golf|2006-12|171 000 km|1984 cm³, 140 AG (103kW)|Dyzelinas|Priekiniai|Automatinė|5|Nenurodyta|Oranžinė|Hečbekas|2/3|geros būklės automobilis, nudažytas natūraliais dažais, be jokio pataisymo! bet kokie patikrinimai! naujos padangos naujas akumuliatorius! visas aptarnautas alyvos filtras naujas! naujos padangos! salonas švarus atsarginė padanga vietoje pilnas koyuchey komplektas ir pan! labai brangūs ratai! automatinė pavarų dėžė veikia kaip naujas automobilis!Originali rida 171kmWebasto ORIGINALGolf Goal“ gavo turtingą standartinę įrangą: oro kondicionierių, CD radiją, šildomas sėdynes, parkavimo jutiklius, greičio palaikymo sistemą, daugiafunkcį ekraną, odinį vairą, grindų kilimėlius, 16 colių ratus, rūko žibintus, šildomą priekinį stiklą ir priekinių žibintų plovimo purkštukus.|R16|2023-12|Kairėje|Klimato kontrolė|Vokietija|Nenurodyta|Nenurodyta|3 500|€|Nenurodyta|https://autoplius.lt/skelbimai/volkswagen-golf-2-0-l-hecbekas-2006-dyzelinas-23113563.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
560|ID:23115545|BMW|X3|2004-07|228 117 km|3000 cm³, 231 AG (170kW)|Benzinas|Visi varantys (4х4)|Mechaninė|5|Nenurodyta|Pilka / sidabrinė|Visureigis|4/5|Parduodamas bmw x3 e83 4x4 3l benzinas 170kw 2004m. automobilis. Automobilis turi keleta rudžiu dėl kuriu važiavimui netrukdo, defektai matosi nuotraukoje.Apie automobili:• Dynaminis apšvietimas;• Soliarinis priekinis stiklas;• Aukšio reguliojami žibintai;• Panoraminis soglangis;• Memori šildomos sedines bei memori veidrodeliai;• Aero apdaila;• 2x raktai;• Katalizatoriai vietoje;• Nuimamas kablys;• Yra puodeliu laikykliai;• Pakeisti variklio tepalai bei pakeisti razdatkes tepalai:Trukumai:• Kartais užsidega air bag lempute;• Yra pabraižymu ant galinio bamperio;• Kaip ir minėjau turi vienom rudeliu nedideliu;Automobilio TA galioja iki 2024-10-23Kaina derinama prie automobilioPapildoma informacija telefonu.|R18|2024-10|Kairėje|Klimato kontrolė|Austrija|Nenurodyta|Nenurodyta|3 500|€|~ 293 g/km|https://autoplius.lt/skelbimai/bmw-x3-3-0-l-visureigis-2004-benzinas-23115545.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
561|ID:23115595|Nissan|X-Trail|2005-12|Nenurodyta|2184 cm³, 136 AG (100kW)|Dyzelinas|Visi varantys (4х4)|Mechaninė|5|Nenurodyta|Juoda|Visureigis|4/5|Nenurodyta|R16|2025-02|Kairėje|Oro kondicionierius|Lietuva|Nenurodyta|Nenurodyta|3 500|€|~ 203 g/km|https://autoplius.lt/skelbimai/nissan-x-trail-2-2-l-visureigis-2005-dyzelinas-23115595.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
562|ID:21350891|Ford|Focus|2008|210 000 km|2000 cm³, 136 AG (100kW)|Dyzelinas|Priekiniai|Mechaninė|4|Nenurodyta|Juoda|Kabrioletas|2/3|Tvarkingas ir Ekonomiskas auto. Stogas darinejasi be problemu. Sedi ir vaziuoji. Tech.apziura galioja iki 2024.06.Авто в хорошом состояний. Крыша работает без проблем. Садишься и едешь.Tex.ocmotp  do 2024.06  i ect.|R16|2024-06|Kairėje|Klimato kontrolė|Belgija|Nenurodyta|Nenurodyta|3 500|€|~ 156 g/km|https://autoplius.lt/skelbimai/ford-focus-2-0-l-kabrioletas-2008-dyzelinas-21350891.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
563|ID:21784080|Mercedes-Benz|E270|2003|342 382 km|2700 cm³, 177 AG (130kW)|Dyzelinas|Nenurodyta|Automatinė|Nenurodyta|Nenurodyta|Nenurodyta|Universalas|4/5|Info telefonu|Nenurodyta|2023|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 500|€|~ 193 g/km|https://autoplius.lt/skelbimai/mercedes-benz-e270-2-7-l-universalas-2003-dyzelinas-21784080.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
564|ID:23113097|Chevrolet|Captiva|2007|265 000 km|1991 cm³, 150 AG (110kW)|Dyzelinas|Visi varantys (4х4)|Automatinė|5|Nenurodyta|Juoda|Visureigis|4/5|Kuriasi gerai ,automatas bėgius jungia sklandžiai. Vasara pakeisti visi diržai tepalai iskaitant ir dėžės tepalus bei pakeista restoruota turbina.|Nenurodyta|2024-05|Kairėje|Nenurodyta|Vokietija|Nenurodyta|Nenurodyta|3 500|€|233 g/km|https://autoplius.lt/skelbimai/chevrolet-captiva-2-0-l-visureigis-2007-dyzelinas-23113097.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
565|ID:23114339|Seat|Ibiza|2012-02|141 000 km|1198 cm³, 60 AG (44kW)|Benzinas|Priekiniai|Mechaninė|5|Euro 5|Juoda|Kupė (Coupe)|2/3|Puikus, manevringas miesto automobilis. Pigi eksploatacija, nedidelės kuro sąnaudos. Apynaujės priekinės padangos. Pirktas kaip antras automobilis, dabar nebereikalingas. Galima tikrinti jūsų pasirinktame auto servise.|R14|2024-02|Kairėje|Nenurodyta|Vokietija|Nenurodyta|Nenurodyta|3 500|€|125 g/km|https://autoplius.lt/skelbimai/seat-ibiza-1-2-l-kupe-coupe-2012-benzinas-23114339.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
566|ID:23116623|Audi|A4|2007-06|401 442 km|1968 cm³, 140 AG (103kW)|Dyzelinas|Priekiniai|Mechaninė|5|Nenurodyta|Mėlyna / žydra|Sedanas|4/5|Pakeisti visi dirzai,tepalai,filtrai. Sutvarkyta vaziuokle,padarytas ratu suvedimas. Kuriasi gerai,vaziuoja smagiai. Odinis nesudroztas salonas. Vieni seimininkai Lt. Rida tikra. Daugiau info telefonu. Ta iki 2024.05.30|R16|2024|Kairėje|Klimato kontrolė|Vokietija|Nenurodyta|Nenurodyta|3 500|€|153 g/km|https://autoplius.lt/skelbimai/audi-a4-2-0-l-sedanas-2007-dyzelinas-23116623.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
567|ID:23118479|BMW|530|2004|281 000 km|2993 cm³, 218 AG (160kW)|Dyzelinas|Galiniai|Automatinė|5|Nenurodyta|Žalia / chaki|Sedanas|4/5|Automobilis turi kėbulo defektų, dega aktyvios vairo kolonėles klaida, automobilis tvarkingas.|R17|2024-06|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 500|€|~ 208 g/km|https://autoplius.lt/skelbimai/bmw-530-3-0-l-sedanas-2004-dyzelinas-23118479.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
568|ID:23120687|Opel|Vivaro|2008-06|168 977 km|1995 cm³, 114 AG (84kW)|Dyzelinas|Priekiniai|Mechaninė|9|Nenurodyta|Nenurodyta|Keleivinis mikroautobusas|4/5|Keleivinis,Du PeciukaiUžsikuria važiuoja,ilgoji bazeNorvegiška registracijaAuto su numeriais|R16|Nenurodyta|Kairėje|Nenurodyta|Norvegija|Nenurodyta|Nenurodyta|3 500|€|~ 229 g/km|https://autoplius.lt/skelbimai/opel-vivaro-2-0-l-keleivinis-mikroautobusas-2008-dyzelinas-23120687.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
569|ID:23114199|BMW|320|2007-12|310 000 km|1995 cm³, 122 AG (90kW)|Dyzelinas|Galiniai|Mechaninė|5|Nenurodyta|Pilka / sidabrinė|Universalas|4/5|Sava eiga grizo 1600km is vokietijos. Labai geras stovis.Rudziu nera, didesniu nubraukimu-taipogi. Sildo gerai, sankaba nebarska. Visumoj, tai tikrai verta demesio. Pirmas atvaziaves nupirks. Greitu metu praeisiu tech apziura, tada kaina jau bus galutine. Veikiantis auto pilotas, parktronikai, krituliu jutiklis. Yra nuimamas kablys, klimato kontrole , multi vairas. Variklis senasis gerasis, sumazintais kw , uz tai pigesnis draudimas ir nera tarsos mokescio. Galiu parduoti atskirai naujus zibintus tinkancius sitam modeliui 450.Kaina derinama simboliskai,o kas nesideres,pridesiu vasarinius lietus ratus.https://www.bmwfanatics.co.za/threads/bmw-e9x-dtm-aftermarket-headlights.83077/|R16|2025-03|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 550|€|130 g/km|https://autoplius.lt/skelbimai/bmw-320-2-0-l-universalas-2007-dyzelinas-23114199.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
570|ID:23111009|Volvo|C30|2009|225 000 km|2000 cm³, 136 AG (100kW)|Dyzelinas|Nenurodyta|Mechaninė|Nenurodyta|Nenurodyta|Juoda|Kupė (Coupe)|2/3|Tvarkingas Volvo C30, 2009 m.Automobilis atvarytas iš Olandijos, turėjęs tik du savininkus. Lietuvoje eksplotuotas 2 metus. Prieš metus pakeista visa važiuoklė.Parduodamas, nes gautas darbinis automobilis ir šitas stovi nenaudojamas.Dalinai odinis salonas.Technikinė baigėsi 2023-03-09|Nenurodyta|2023-07|Kairėje|Nenurodyta|Nenurodyta|Nenurodyta|Nenurodyta|3 550|€|~ 151 g/km|https://autoplius.lt/skelbimai/volvo-c30-2-0-l-kupe-coupe-2009-dyzelinas-23111009.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
571|ID:23114283|Subaru|Legacy|2004-06|Nenurodyta|2999 cm³, 245 AG (180kW)|Benzinas|Visi varantys (4х4)|Automatinė|5|Euro 4|Žalia / chaki|Universalas|4/5|Nenurodyta|R17|2025-03|Kairėje|Klimato kontrolė|Šveicarija|Nenurodyta|Nenurodyta|3 600|€|233 g/km|https://autoplius.lt/skelbimai/subaru-legacy-3-0-l-universalas-2004-benzinas-23114283.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
572|ID:20194352|Dacia|Logan|2016-06|190 788 km|1149 cm³, 73 AG (54kW)|Benzinas|Priekiniai|Mechaninė|5|Euro 6|Mėlyna / žydra|Universalas|4/5|IŠ BELGIJOS|Nenurodyta|Nenurodyta|Kairėje|Nenurodyta|Belgija|Nenurodyta|Nenurodyta|3 600|€|Nenurodyta|https://autoplius.lt/skelbimai/dacia-logan-1-2-l-universalas-2016-benzinas-20194352.html|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
